AverageDiscountedReturn,MeanKL,NumTrajs,ExplainedVariance,LossAfter,LossBefore,PolicyExecTime,AverageReturn,StdReturn,Time,Entropy,MaxReturn,ItrTime,Perplexity,dLoss,ProcessExecTime,MeanKLBefore,EnvExecTime,Iteration,MinReturn
-50530.3234417,0.0909851193428,8,0.987477054716,-0.0935721993446,-2.02655794368e-08,0.07858514785766602,-82647.0243928,1861.94666495,11.814936399459839,8.65751838684,-79299.9468918,1.270068645477295,5753.23961731,0.0935721790791,0.003565073013305664,0.0,0.14711761474609375,8,-85401.9364387
-46665.0826112,0.097656391561,8,0.89675347554,-0.11095636338,2.38418573772e-09,0.08673763275146484,-76322.5652017,2269.87719757,13.160935163497925,8.67378425598,-71049.9402802,1.3418512344360352,5847.58629525,0.110956365764,0.0041675567626953125,0.0,0.15561556816101074,9,-78925.0635623
-45434.6352786,0.0907521694899,8,0.983192555975,-0.107405759394,-2.38418573772e-09,0.06488418579101562,-74308.9150421,1695.53563555,14.455870866775513,8.67578887939,-72127.6702346,1.2908179759979248,5859.32026081,0.10740575701,0.003356456756591797,0.0,0.09794020652770996,10,-76572.7909656
-43155.1039508,0.0701097398996,8,0.964796785846,-0.0715027973056,1.10268594256e-08,0.06751298904418945,-70577.6743941,2372.31868833,15.737779378890991,8.7089881897,-68036.0673906,1.2747085094451904,6057.11073943,0.0715028083324,0.004433870315551758,0.0,0.11397886276245117,11,-75290.4833228
-41576.7519594,0.0833625718951,8,0.953525057634,-0.109782807529,-2.80141829734e-08,0.06553435325622559,-67994.7960848,1988.95378926,17.044769525527954,8.70962142944,-64012.3606069,1.3011114597320557,6060.94755738,0.109782779515,0.004245758056640625,0.0,0.10944795608520508,12,-70379.5887183
-41154.9452549,0.0745351240039,8,0.975691359256,-0.116895027459,1.19209286886e-09,0.06011557579040527,-67304.0614873,2335.03684664,18.382657051086426,8.69051361084,-63666.1931903,1.3341693878173828,5946.23550956,0.116895028651,0.0042841434478759766,0.0,0.10596513748168945,13,-71420.4210763
-38859.357337,0.0844028666615,8,0.950560246531,-0.0935887917876,7.15255721317e-09,0.0631248950958252,-63547.1007253,1657.1305416,19.767832279205322,8.64175128937,-60765.5264702,1.377540111541748,5663.23911533,0.0935887989402,0.0045282840728759766,0.0,0.12400507926940918,14,-65472.224887
-36758.6923313,0.086568377912,8,0.967840783163,-0.0299439337105,4.76837147545e-09,0.05961918830871582,-60109.1040404,1131.0088331,21.141578912734985,8.65302562714,-57738.7128773,1.369666337966919,5727.44967158,0.0299439384788,0.00334930419921875,0.0,0.09944534301757812,15,-61291.3391922
-35426.7001724,0.0726135596633,8,0.945630778926,-0.110251799226,-2.08616253161e-08,0.09283185005187988,-57929.4875757,2627.22268022,22.57606863975525,8.66237163544,-54288.4680776,1.4291253089904785,5781.22938512,0.110251778364,0.003936767578125,0.0,0.11255884170532227,16,-61989.0819968
-33466.146342,0.0576432719827,8,0.915313041026,-0.092407129705,-1.84774400225e-08,0.06848263740539551,-54720.7733756,1953.791407,23.860401391983032,8.686211586,-51757.2031586,1.2800712585449219,5920.7096026,0.0924071112275,0.003590106964111328,0.0,0.12091708183288574,17,-58631.9780936
